ID,Facility Number,Facility Name,Latitude,Longitude,Common Name,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Date Opened,Official Phone Number,MTUHA,CTC_ID,msd_id,PostalAddress,OfficialEmail,Website
9392,104239-9,MANGA,-1.4983,33.81247,Manga,Mara Region,Musoma District,Musoma MC,Iringo,Iringo 'A',Dispensary,Operating,For Profit Private,9/11/99,782946510,,,,,,
5886,104335-5,MARIE STOPES,-1.504298,33.797144,Marie Stopes Tanzania- Musoma,Mara Region,Musoma District,Musoma MC,Kamunyonge,Biafra,PolyClinic,Operating,NGOs Private Marie Stopes Tanzania,1/6/06,764164141,,,,P.O.Box 434 Musoma,fwaryoba@mst.or.tz,
6295,114356-9,MASSORO,,,,Mara Region,Musoma District,Musoma MC,Mwigobero,Mwigobero 'A',Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
7878,112578-0,MEDARI,,,,Mara Region,Musoma District,Musoma MC,Bweri,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
8865,105721-5,MUSOMA,-1.4919,33.80809,Musoma Region Hospital,Mara Region,Musoma District,Musoma MC,Mukendo,Mukendo,Regional Referral Hospital,Operating,MoHCDGEC Public,1/7/35,2822622863,,20-03-0100,,Box 21,,
8876,105722-3,MUSOMA POLICE,Not Set,Not Set,Musoma Police,Mara Region,Musoma District,Musoma MC,Mukendo,Mukendo,Dispensary,Operating,Police Public,10/5/92,028-2622560/2622550,,,28,Box 194,,
9713,106026-8,MWISENGE,-1.508473,33.784007,Mwisenge,Mara Region,Musoma District,Musoma MC,Mwisenge,Mtakuja,Dispensary,Operating,LGA Public,1/1/70,028-2622560,,,,Box 194,,
9735,109293-1,MZALENDO,-1.50481,33.80574,Mzalendo,Mara Region,Musoma District,Musoma MC,Nyasho,Nyasho Sokoni,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
10190,114526-7,NGENDA,,,,Mara Region,Musoma District,Musoma MC,Mwigobero,Mwigobero,Basic Dental Clinic,Operating,For Profit Private,6/9/97,754445150,,,,21 MUSOMA,,
10535,106668-7,NYAKATO,-1.517435,33.810248,Nyakato dispensary,Mara Region,Musoma District,Musoma MC,Nyakato,Mlimani,Dispensary,Operating,LGA Public,1/7/98,,,20-03-0610,MZ520815,194,,
10582,106701-6,NYAMATARE,-1.51367,33.79572,Nyamatare,Mara Region,Musoma District,Musoma MC,Nyamatare,Nyamatare,Dispensary,Operating,LGA Public,,028-2622560/2622550,,,,Box 194,,
10745,106826-1,NYASHO,-1.504591,33.805533,Nyasho clinic,Mara Region,Musoma District,Musoma MC,Kitaji,Kitaji 'C',Health Center,Operating,LGA Public,1/7/73,028-2622560/2622550,,20-03-0101,,P.O.BOX 194 Musoma,musomatc@yahoo.com,
10869,106926-9,OMEGA,-1.50443,33.8035,Omega Hospital,Mara Region,Musoma District,Musoma MC,Kitaji,Kitaji 'C',Hospital at District Level,Operating,For Profit Private Dr Nila Jackson Sibaba,12/23/17,754398218,,,,994 Musoma,omegamediccal175@yah00.com,
11062,109304-6,PARADISE,-1.51906,33.80659,Paradise,Mara Region,Musoma District,Musoma MC,Nyakato,Maziwa,Level III Single purpose Health Laboratory,Operating,For Profit Private,,,,,,,,
11555,112559-0,RORYA,,,,Mara Region,Musoma District,Musoma MC,Nyasho,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
11579,114535-8,ROYAL,,,,Mara Region,Musoma District,Musoma MC,Mukendo,Mukendo,PolyClinic,Operating,For Profit Private,11/7/20,759212578,,,,P.O BOX 21 MUSOMA,sandru12@gmail.com,
11854,107196-8,RWAMLIMI,-1.53142,33.8184,Rwamlimi,Mara Region,Musoma District,Musoma MC,Bweri,Rwamlimi,Dispensary,Operating,LGA Public,1/9/81,028-2622560/2622550,,,,Box 194 Musoma,,
11507,114525-9,SIBABA,,,Dental Clinic,Mara Region,Musoma District,Musoma MC,Kitaji,Kitaji 'B',Basic Dental Clinic,Operating,For Profit Private Dr. Nila Jackson Sibaba,12/23/17,787412236,,,,,jacksonnila@ymail.com,
11742,112566-5,SOMANDA,,,,Mara Region,Musoma District,Musoma MC,Nyasho,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
11964,104111-0,ST. CLARENT,-1.495547,33.772846,St. Clarent,Mara Region,Musoma District,Musoma MC,Makoko,Nyarigamba,Dispensary,Operating,Faith Based Organization (FBO) Private,10/4/89,768774106,,,,Box 194,,
2283,100323-5,BARAKI,-1.38045,33.9261,Baraki,Mara Region,Rorya District,Rorya DC,Kyang'ombe,Baraki,Dispensary,Operating,LGA Public,11/1/78,,,20-06-0133,Mz 520164,P.o.box 250-Tarime,,
2286,100324-3,BARAKI,-1.36842,33.968,Baraki,Mara Region,Rorya District,Rorya DC,Kyang'ombe,Baraki,Health Center,Operating,Faith Based Organization (FBO) Private,9/6/97,,,20-06-0003,Mz 610054,P.o.box 250-Tarime,,
2441,100380-5,BITIRYO,-1.39548,33.8844,Bitiryo,Mara Region,Rorya District,Rorya DC,Kyang'ombe,Bitiryo,Dispensary,Operating,LGA Public,1/1/70,,,,MZ 520003,P.o.box 250-Tarime,,
2573,100428-2,BUBOMBI,-1.08231,34.07561,Bubombi,Mara Region,Rorya District,Rorya DC,Bukura,Bubombi,Dispensary,Operating,LGA Public,1/1/70,,,20-06-0113,MZ 520175,P.o.box 250-Tarime,,
2633,100442-3,BUGANJO,,,,Mara Region,Rorya District,Rorya DC,Bukwe,Buganjo,Dispensary,Operating,LGA Public,2/1/18,,,,MZ 521323,P.o.box 250-Tarime,,
2668,100453-0,BUGIRE,-1.19868,34.2605,Bugire,Mara Region,Rorya District,Rorya DC,Goribe,Tatwe,Dispensary,Operating,LGA Public,1/1/70,,,20-06-0116,MZ 520186,P.o.box 250-Tarime,,
3106,100005-8,BURERE,-1.30831,33.964,burere,Mara Region,Rorya District,Rorya DC,Kirogo,Burere,Dispensary,Operating,Faith Based Organization (FBO) Private,8/5/86,,,20-06-0130,,P.o.box 250-Tarime,,
3158,100586-7,BUSANGA,-1.24504,33.9613,Busanga,Mara Region,Rorya District,Rorya DC,Nyamtinga,Busanga,Dispensary,Operating,LGA Public,12/4/17,,,,MZ 520013,P.o.box 250-Tarime,,
3325,100625-3,BUTURI,-1.41729,34.0104,Buturi,Mara Region,Rorya District,Rorya DC,Rabour,Oliyo,Dispensary,Operating,LGA Public,1/1/70,,,20-06-0105,MZ 520270,P.o.box 250-Tarime,,
2052,100736-8,CHANGUGE,-1.24379,34.2255,Changuge,Mara Region,Rorya District,Rorya DC,Mirare,Sudi,Health Center,Operating,LGA Public,1/1/70,,,20-01-0201,MZ 510032,P.o.box 250-Tarime,,
2166,100772-3,CHERECHE,-1.38529,34.096,Chereche,Mara Region,Rorya District,Rorya DC,Nyathorogo,Chereche,Dispensary,Operating,LGA Public,8/7/02,,,20-06-0106,MZ 520292,P.o.box 250-Tarime,,
4558,101661-7,IKOMA,-1.19741,34.3452,Ikoma,Mara Region,Rorya District,Rorya DC,Ikoma,Ikoma,Dispensary,Operating,LGA Public,1/1/70,,,20-06-0134,MZ 520028,Box 250 Tarime,,
5361,102633-5,KIBUYI,-1.42431,33.8152,Kibuyi,Mara Region,Rorya District,Rorya DC,Nyamunga,Kibuyi,Dispensary,Operating,LGA Public,6/2/06,,,20-06-0123,MZ 520497,Box 250 Tarime,,
5363,112830-5,KIBUYI COMMUNITY,,,,Mara Region,Rorya District,Rorya DC,Nyamunga,Kibuyi,Dispensary,Operating,For Profit Private,12/2/19,765899062,,,,Box 6190,,
6507,102941-2,KINESI,-1.46476,33.8634,Kinesi,Mara Region,Rorya District,Rorya DC,Nyamunga,Kinesi,Health Center,Operating,LGA Public,1/1/70,,,20-01-0202,MZ 510063,Box 250 Tarime,,
7698,109836-7,KITEMBE,,,Kitembe,Mara Region,Rorya District,Rorya DC,Kitembe,Kitembe,Dispensary,Operating,LGA Public,1/1/70,,,,MZ 521349,P.o.box 250-Tarime,,
8236,103278-8,KOGAJA,-1.17056,34.29831,Koaja,Mara Region,Rorya District,Rorya DC,Ikoma,Ikoma,Dispensary,Operating,LGA Public,1/4/15,,,,MZ 520065,P.o.box 250-Tarime,,
11970,109753-4,KOTHORA,-1.16577,34.03699,kothora,Mara Region,Rorya District,Rorya DC,Mkoma,Kyariko,Dispensary,Operating,Company/Business Name Private MAKOTHORA INVESTMENT LIMITED,12/7/12,688108833,,20-06-0132,,P.o.box 61 Shirati,Kothorad@gmail.com,
8466,103321-6,KOWAK,-1.36197,34.1542,Kowak,Mara Region,Rorya District,Rorya DC,Nyathorogo,Kowaki,Hospital at District Level,Operating,Faith Based Organization (FBO) Private,6/2/09,,,20-01-0102,MZ 63000,Box 250 Tarime,,
8580,103345-5,KURUYA,-1.49052,33.9909,Kuruya,Mara Region,Rorya District,Rorya DC,Komuge,Komuge,Dispensary,Operating,LGA Public,8/7/91,,,20-06-0103,MZ 520556,Box 250 Tarime,,
8908,109697-3,KWIBUSE,,,Kwibuse,Mara Region,Rorya District,Rorya DC,Kisumwa,Kwibuse,Dispensary,Operating,LGA Public,10/7/17,,,,MZ 521320,P.o.box 250-Tarime,,
9385,109686-6,MANG'ORE,,,Mang'ore,Mara Region,Rorya District,Rorya DC,Koryo,Mang'ore,Dispensary,Operating,LGA Public,2/1/18,,,,,P.o.box 250-Tarime,,
6228,104408-0,MASIKE,-1.31089,34.0437,Masike Dispensary,Mara Region,Rorya District,Rorya DC,Kigunga,Masike,Dispensary,Operating,LGA Public,1/1/70,,,,MZ 520080,P.O.Box 250 Tarime,,
10179,106362-7,NGASARO,-1.16478,34.0401,Ngasaro,Mara Region,Rorya District,Rorya DC,Mkoma,Kyariko,Health Center,Operating,For Profit Private,4/4/16,,,,,P.o.box 250-Tarime,,
10509,106647-1,NYAHONGO,-1.21892,33.9879,Nyahongo Disp,Mara Region,Rorya District,Rorya DC,Nyahongo,Nyamkonge,Dispensary,Operating,LGA Public,2/7/86,,,20-06-0111,MZ 520806,P.O.Box 250 Tarime,,
10561,106689-3,NYAMAGARO,-1.2451,33.9125,Nyamagaro,Mara Region,Rorya District,Rorya DC,Nyamagaro,Nyang'ombe,Dispensary,Operating,LGA Public,1/7/52,,,20-06-0110,MZ 520825,Box 250 Tarime,,
10578,106700-8,NYAMASANDA,-1.18708,34.2854,Nyamasanda,Mara Region,Rorya District,Rorya DC,Ikoma,Nyamasanda,Dispensary,Operating,Faith Based Organization (FBO) Private,12/11/91,,,20-06-0115,,,,
10595,106712-3,NYAMBORI,-1.13498,34.1237,Nyambori Disp,Mara Region,Rorya District,Rorya DC,Bukura,Nyambori,Dispensary,Operating,LGA Public,1/1/70,,,20-06-0124,MZ 520838,,,
10644,106750-3,NYAMUSI,-1.15792,34.2617,Nyamusi,Mara Region,Rorya District,Rorya DC,Goribe,Nyamusi,Dispensary,Operating,LGA Public,1/1/70,,,,MZ 520125,P.o.box 250-Tarime,,
10650,106756-0,NYANCHABAKENYE,-1.45746,34.1217,Nyanchabakenye Dispensary,Mara Region,Rorya District,Rorya DC,Kisumwa,Nyanchabakenye,Dispensary,Operating,LGA Public,1/1/70,,,20-06-0121,MZ 520863,p.o.box 250 Rorya,,
10709,106801-4,NYAROMBO,-1.25655,34.007,Nyarombo,Mara Region,Rorya District,Rorya DC,Nyamtinga,Nyarombo,Health Center,Operating,Faith Based Organization (FBO) Private Diocese of Musoma,1/1/70,255753536745,,20-06-0102,,P.o.box 195-Tarime,mnikob999@gmail.com,
10748,106828-7,NYASOKO,-1.38736,34.1841,Nyasoko,Mara Region,Rorya District,Rorya DC,Nyathorogo,Nyasoko,Dispensary,Operating,LGA Public,1/7/86,,,20-06-0112,MZ 520888,Box 250 Tarime,,
10749,106829-5,NYASORO,-1.37366,34.2355,Nyasoro,Mara Region,Rorya District,Rorya DC,Bukwe,Nyasoro,Dispensary,Operating,LGA Public,1/1/70,,,20-06-0120,MZ 520889,P.o.box 250-Tarime,,
10822,106881-6,OCHUNA,-1.41243,34.1502,Ochuna,Mara Region,Rorya District,Rorya DC,Nyathorogo,Ochuna,Dispensary,Operating,LGA Public,1/1/70,,,20-06-0122,MZ 520900,Box 250 Tarime,,
11053,106974-9,PANYAKOO,-1.14258,34.2233,Panyakoo,Mara Region,Rorya District,Rorya DC,Goribe,Panyakoo,Dispensary,Operating,LGA Public,5/5/82,,,20-06-0104,MZ 520906,P.O.Box 250 Tarime,,
11419,107054-9,RADIENYA,,,Radienya,Mara Region,Rorya District,Rorya DC,Kirogo,Radienya,Dispensary,Operating,LGA Public,5/12/11,,,20-06-0131,MZ 520911,Box 250 Tarime,,
11451,107060-6,RAO,-1.15809,34.0331,Rao,Mara Region,Rorya District,Rorya DC,Mkoma,Mkoma,Hospital at District Level,Operating,For Profit Private,2/4/96,,,20-01-0300,MZ 630009,Box 250 Tarime,,
11457,109786-4,RARANYA,-1.20865,34.10023,Raranya,Mara Region,Rorya District,Rorya DC,Mkoma,Raranya,Dispensary,Operating,LGA Public,1/1/70,,,20-06-0109,mz 520136,P.o.box 250-Tarime,,
487,121003-8,ROCHE SHEDF-VLOP,-1.086188,34.171157,RHC,Mara Region,Rorya District,Rorya DC,Roche,Roche,Dispensary,Operating,NGOs Private Shirati Health Education and Development Foundation (SHED Foundation),3/3/22,255620891,,,,P.O. Box 39,nyamusijm@gmail.com,
11556,101810-0,RORYA,,,Rorya District hospital,Mara Region,Rorya District,Rorya DC,Mirare,Ingiri Juu,District Hospital,Operating,LGA Public,1/1/70,,,,,P.o.box 250-Tarime,,
11688,107142-2,RUHU,-1.35438,33.8263,Ruhu Dispensary,Mara Region,Rorya District,Rorya DC,Kyang'ombe,Ruhu,Dispensary,Operating,LGA Public,,,,,,P.O.Box 250 Tarime,,
11857,107199-2,RWANG'ENYI,-1.2093,33.94379,Rwang'enyi,Mara Region,Rorya District,Rorya DC,Nyamtinga,Rwang'enyi,Dispensary,Operating,LGA Public,6/1/11,,,20-06-0114,MZ 520941,P.o.box 250-Tarime,,
11990,107238-8,SAKAWA,-1.15855,34.1924,Sakawa Dispensary,Mara Region,Rorya District,Rorya DC,Kitembe,Sakawa,Dispensary,Operating,LGA Public,1/1/70,,,20-06-0107,MZ 520949,P.O.Box 250 Tarime,,
10996,107317-0,SAYUNI,-1.45228,34.1219,Sayuni,Mara Region,Rorya District,Rorya DC,Kisumwa,Nyanchabakenye,Dispensary,Operating,For Profit Private,2/2/17,,,,,P.o.box 250-Tarime,,
11422,107428-5,SHIRATI KMT,-1.15371,34.0307,Shirati,Mara Region,Rorya District,Rorya DC,Mkoma,Mkoma,Hospital at District Level,Operating,Faith Based Organization (FBO) Private Kanisa la Mennonite Tanzania,9/6/57,,,20-01-0100,MZ 430009,P.o.box 250-Tarime,,
11727,107519-1,SOKOLABORO,-1.26046,34.0897,Sokolaboro,Mara Region,Rorya District,Rorya DC,Kigunga,Bukama,Dispensary,Operating,LGA Public,1/7/59,,,20-06-0108,MZ 520987,Box 250 Tarime,,
11824,108497-9,SOTA,,,S0TA,Mara Region,Rorya District,Rorya DC,Tai,Shirati Sota,Dispensary,Operating,LGA Public,3/4/17,,,20-06-0128,MZ 521321,P.0.B0X 250-RORYA,,
11339,107554-8,SOTA,-1.12298,33.9838,Shed Sota,Mara Region,Rorya District,Rorya DC,Tai,Shirati Sota,Medical Clinic,Operating,NGOs Private Health Education and Development Foundation,9/22/08,,,,,Box 250 Tarime,,
6280,104420-5,ST. MARY'S' MASONGA,-1.10779,34.0388,,Mara Region,Rorya District,Rorya DC,Tai,Masonga,Health Center,Operating,Faith Based Organization (FBO) Private DIOCESE OF MUSOMA,8/10/07,,,,,P.o.box 250-Tarime,,
1262,108201-5,UTEGI,-1.31851,34.223,Utegi,Mara Region,Rorya District,Rorya DC,Koryo,Utegi,Health Center,Operating,LGA Public,1/1/70,,,20-06-0101,MZ521011,P.o.box 250-Tarime,,
2505,100406-8,BONCHUGU,-1.874362,34.783327,Bonchugu Dispensary,Mara Region,Serengeti District,Serengeti DC,Sedeco,Bonchugu,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0140,,"P.O.Box 176,Mugumu",,
3123,114359-3,BURITO,,,,Mara Region,Serengeti District,Serengeti DC,Mugumu,Sedeco,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,783571387,,,,,,
3124,114360-1,BURITO,,,,Mara Region,Serengeti District,Serengeti DC,Mugumu,Sedeco,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,783571387,,,,,,
3170,112187-0,BUSAWE,-1.594037,34.414359,Busawe Dispensary,Mara Region,Serengeti District,Serengeti DC,Busawe,Busawe,Dispensary,Operating,LGA Public,1/1/70,,,,,P.BOX 176 Mugumu,,
3428,100664-2,BWITENGI,-1.896762,34.661187,Bwitengi Dispensary,Mara Region,Serengeti District,Serengeti DC,Manchira,Bwitengi,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0108,,"P.O.Box 176,Mugumu",,
3257,101152-7,FORT - IKOMA,-2.08246,34.6439,Fort Ikoma Tanapa,Mara Region,Serengeti District,Serengeti DC,Ikoma,Park Nyigoti,Dispensary,Operating,Parastatal Public,1/1/70,,,,,"P.O.Box 176,Mugumu",,
3350,101181-6,GANTAMOME,-1.584345,34.425937,Gantamome Dispensary,Mara Region,Serengeti District,Serengeti DC,Busawe,Gantamome,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0114,,"P.O.Box 176,Mugumu",,
3417,101202-0,GESARYA,-1.712972,34.6224,Gesarya Dispensary,Mara Region,Serengeti District,Serengeti DC,Rung'abure,Gesarya,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0141,,"P.O.Box 176,Mugumu",,
3592,101273-1,GURUMETI,-2.04836,34.4677,Grumeti Disp,Mara Region,Serengeti District,Serengeti DC,Natta,Makundusi,Dispensary,Operating,For Profit Private Singita Grumet,1/1/70,,,,,"P.O.Box 176,Mugumu",,
3598,101276-4,GUSUHI,-1.834766,34.311121,Gusuhi Dispensary,Mara Region,Serengeti District,Serengeti DC,Nyambureti,Gusuhi,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0136,,"P.O.Box 176,Mugumu",,
5040,101848-0,IRAMBA,-1.695331,34.286046,Iramba Health Centre,Mara Region,Serengeti District,Serengeti DC,Kenyamonta,Nyagasense,Health Center,Operating,LGA Public,1/1/70,,,20-02-0101,,"P.O.Box 176,Mugumu",,
5194,101901-7,ISERESERE,-1.579779,34.361012,Iseresere Dispensary,Mara Region,Serengeti District,Serengeti DC,Majimoto,Iseresere,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0142,,"P.O.Box 176,Mugumu",,
5275,101932-2,ISSECO,-2.007787,34.343062,ISSECO Dispensary,Mara Region,Serengeti District,Serengeti DC,Issenye,Iharara,Dispensary,Operating,Faith Based Organization (FBO) Private Anglican Church Mara Diocese,1/1/70,,,20-02-0125,,"P.O.Box 182, Musoma",,
5280,101934-8,ISSENYE GOVT,-1.990244,34.352392,Issenye Govt Dispensary,Mara Region,Serengeti District,Serengeti DC,Issenye,Nyiberekera,Dispensary,Operating,LGA Public,5/9/83,,,20-02-0107,,"P.O.Box 176,Mugumu",,
3735,102018-9,ITUNUNU,-1.782034,34.615874,Itununu Dispensary,Mara Region,Serengeti District,Serengeti DC,Nyamoko,Itununu,Dispensary,Operating,LGA Public,9/9/09,,,20-02-0135,,"P.O.Box 176,Mugumu",,
3925,112563-2,JAMII,,,,Mara Region,Serengeti District,Serengeti DC,Mugumu,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
3970,113554-0,JERUSALEM,,,,Mara Region,Serengeti District,Serengeti DC,Mugumu,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
3971,112572-3,JERUSALEMU,,,,Mara Region,Serengeti District,Serengeti DC,Mugumu,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
4186,100671-7,KADA MUGUMU,-1.83825,34.673,Isabayaya,Mara Region,Serengeti District,Serengeti DC,Mugumu,Stendi Mpya,Dispensary,Operating,For Profit Private,,,,,,,,
5100,102528-7,KEBANCHEBANCHE,-1.688372,34.56162,Kebanchebanche Health Centre,Mara Region,Serengeti District,Serengeti DC,Kebanchabancha,Kebanchabancha,Health Center,Operating,LGA Public,6/2/79,,,20-02-0117,,"P.O.Box 176,Mugumu",,
5124,102537-8,KEMUGESI,-1.772239,34.4131,Kemugesi Health Centre,Mara Region,Serengeti District,Serengeti DC,Nyamatare,Nyamatare,Health Center,Operating,LGA Public,1/1/70,,,20-02-0103,,"P.O.Box 176,Mugumu",,
5138,102542-8,KENYANA,-1.725373,34.495149,Kenyana Dispensary,Mara Region,Serengeti District,Serengeti DC,Ring'wani,Kenyana,Dispensary,Operating,LGA Public,10/2/76,,,20-02-0116,,"P.O.Box 176,Mugumu",,
7162,103061-8,KISAKA GOVT,-1.541968,34.463681,Kisaka Govt Dispensary,Mara Region,Serengeti District,Serengeti DC,Kisaka,Buchanchari,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0109,,"P.O.Box 176,Mugumu",,
7703,103170-7,KITEMBERE,-1.96151,34.37646,Kitembele Disp,Mara Region,Serengeti District,Serengeti DC,Rigicha,Kitembere,Dispensary,Operating,LGA Public,3/3/11,,,20-02-0138,,"P.O.Box 176,Mugumu",,
8418,103314-1,KONO,-1.942822,34.395903,Kono Dispensary,Mara Region,Serengeti District,Serengeti DC,Natta,Kono,Dispensary,Operating,LGA Public,1/1/70,,,,,P.BOX 176 Mugumu,,
7141,103827-2,MABURI,-1.809201,34.369729,Maburi Dispensary,Mara Region,Serengeti District,Serengeti DC,Nyambureti,Maburi,Dispensary,Operating,LGA Public,9/5/78,,,20-02-0112,,"P.O.Box 176,Mugumu",,
7202,103835-5,MACHOCHWE,-1.67211,34.6936,Machochwe Health Centre,Mara Region,Serengeti District,Serengeti DC,Machochwe,Machochwe,Health Center,Operating,LGA Public DED Serengeti,1/1/70,255746420920,,20-02-0106,,"P.O.Box 176,Mugumu",keraryowambura16@gmail.com,
12264,107700-7,MAGEREZA KUU MUGUMU,Not Set,Not Set,Tabora Dispensary,Mara Region,Serengeti District,Serengeti DC,Kisangura,Kisangura,Dispensary,Operating,Prisons Public Public prison,1/1/70,255732985342,,20-02-0129,,"P.O.Box 22,Mugumu",prison23@yahoo.com,
8171,114509-3,MAHUNDA GODS WILL,-1.83656,34.67456,Mahunda Gods Will,Mara Region,Serengeti District,Serengeti DC,Stendi Kuu,Bomani,Dispensary,Operating,For Profit Private,1/1/70,784756598,,,,P.O.Box 105 Mugumu,,
8374,104064-1,MAJIMOTO,-1.631431,34.35052,Majimoto Dispensary,Mara Region,Serengeti District,Serengeti DC,Majimoto,Majimoto,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0113,,"P.O.Box 176,Mugumu",,
6099,104385-0,MASANGURA,-1.788687,34.548298,Masangura Disp,Mara Region,Serengeti District,Serengeti DC,Nyamoko,Masangura,Dispensary,Operating,LGA Public,1/1/70,,,,,P.o.BOX 176 Mugum,,
6250,104412-2,MASINKI,-1.740919,34.364041,Masinki Dispensary,Mara Region,Serengeti District,Serengeti DC,Magange,Masinki,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0128,,"P.O.Box 176,Mugumu",,
7028,104559-0,MBALIBALI,-1.746574,34.708326,Mbalibali Dispensary,Mara Region,Serengeti District,Serengeti DC,Mbalibali,Mbalibali,Dispensary,Operating,LGA Public,6/10/97,,,20-02-0123,,"P.O.Box 176,Mugumu",,
7938,113235-6,MEHTA'S,,,,Mara Region,Serengeti District,Serengeti DC,Ikoma,Robanda,Dispensary,Operating,For Profit Private,4/3/19,787366188,,,,Box,,
8013,104740-6,MERENGA,-1.630108,34.653015,Merenga Dispensary,Mara Region,Serengeti District,Serengeti DC,Nyansurura,Merenga,Dispensary,Operating,LGA Public,8/9/08,,,20-02-0133,,"P.O.Box 176,Mugumu",,
9096,104973-3,MISEKE,-1.910252,34.691947,Miseke Disp,Mara Region,Serengeti District,Serengeti DC,Manchira,Misseke,Dispensary,Operating,LGA Public,9/5/17,,,,,P.BOX 176 Mugumu,,
6276,108956-4,MLIMANI,-1.975314,34.461382,Mlimani Dispensary,Mara Region,Serengeti District,Serengeti DC,Natta,Natta Mbiso,Dispensary,Operating,LGA Public,1/1/70,,,,,P.BOX 176 Mugumu,,
6720,105294-3,MONUNA,,,Monuna Disp,Mara Region,Serengeti District,Serengeti DC,Nyambureti,Monuna,Dispensary,Operating,LGA Public,1/1/70,,,,,P.Box 176,,
6810,105313-1,MOSONGO,-1.921482,34.453487,Mosongo Dispensary,Mara Region,Serengeti District,Serengeti DC,Mosongo,Mosongo,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0120,,"P.O.Box 176,Mugumu",,
8465,109223-8,MUGUMU MAHABUSU,Not Set,Not Set,Zahanati Mahabusu,Mara Region,Serengeti District,Serengeti DC,Mugumu,Stendi Mpya,Dispensary,Operating,Prisons Public,1/1/83,732985677,,,,"P.O.Box 188, Mugumu",,
8467,105639-9,MUGUMU RCH B,-1.831131,34.663795,Mugumu RCB Health Centre,Mara Region,Serengeti District,Serengeti DC,Mugumu,M.c.u,Health Center,Operating,LGA Public,1/10/03,,,,,"P.O.Box 176, Mugumu",,
8851,105718-1,MUSATI,-1.72604,34.51208,Musati Dispensary,Mara Region,Serengeti District,Serengeti DC,Kebanchabancha,Musati,Dispensary,Operating,LGA Public,9/1/09,,,20-02-0132,,"P.O.Box 176,Mugumu",,
9963,106217-3,NATTA,-2.023524,34.449253,Natta Health Centre,Mara Region,Serengeti District,Serengeti DC,Natta,Natta Mbiso,Health Center,Operating,LGA Public,4/1/78,,,20-02-0102,,"P.O.Box 176,Mugumu",,
10550,106679-4,NYAKITONO,-2.007179,34.497137,Nyakitono Dispensary,Mara Region,Serengeti District,Serengeti DC,Natta,Makundusi,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0122,,"P.O.Box 176,Mugumu",,
10584,106705-7,NYAMATOKE,-1.811362,34.426368,Nyamatoke Dispensary,Mara Region,Serengeti District,Serengeti DC,Mosongo,Nyamatoke,Dispensary,Operating,LGA Public,5/1/99,,,20-02-0131,,"P.O.Box 176,Mugumu",,
10600,106715-6,NYAMBURI,-1.790317,34.753138,Nyamburi Dispensary,Mara Region,Serengeti District,Serengeti DC,Sedeco,Nyambori,Dispensary,Operating,LGA Public,11/9/09,,,20-02-0121,,"P.o.Box 176, Mugumu",,
10626,106735-4,NYAMISINGISI,-1.980854,34.341665,Nyamisingisi Dispensary,Mara Region,Serengeti District,Serengeti DC,Issenye,Nyamisingisi,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0127,,"P.O.Box 176,Mugumu",,
10629,106738-8,NYAMITITA,-1.673094,34.449869,Nyamitita Dispensary,Mara Region,Serengeti District,Serengeti DC,Ring'wani,Nyamitita,Dispensary,Operating,LGA Public,1/12/12,,,20-02-0143,,"P.O.Box 176,Mugumu",,
10687,106783-4,NYANKOMOGO,-1.893237,34.317925,Nyankomogo Dispensary,Mara Region,Serengeti District,Serengeti DC,Rigicha,Nyankomogo,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0118,,"P.O.Box 176,Mugumu",,
10693,106788-3,NYANSURURA,-1.61846,34.601796,Nyansurura Dispensary,Mara Region,Serengeti District,Serengeti DC,Nyansurura,Nyansurura,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0115,,"P.O.Box 176,Mugumu",,
